CampaignID,GoalAmount,RaisedAmount,DurationDays,NumBackers,Category,LaunchMonth,Country,Currency,OwnerExperience,VideoIncluded,SocialMediaPresence,NumUpdates,IsSuccessful
CID_24552,55809,32382.24640288970,18,1840,Technology,August,Australia,USD,12,No,25612,16,0
CID_24553,51167,65489.995247078700,61,739,Film,January,UK,USD,6,Yes,81671,23,1
CID_24554,88252,97360.77404903340,79,1891,Film,August,Canada,GBP,7,No,73983,40,1
CID_24555,17125,20387.59230055690,58,369,Film,March,Germany,AUD,9,No,40650,18,1
CID_24556,35113,31758.20979022890,23,297,Music,February,Canada,EUR,12,No,57061,35,0
CID_24557,11741,9947.0693303535,76,1917,Music,July,USA,AUD,8,Yes,47196,18,0
CID_24558,12733,17662.89277351890,72,1307,Art,March,Canada,EUR,9,No,73746,40,1
CID_24559,81838,91920.70581688850,33,1902,Art,November,Germany,CAD,18,No,52040,26,1
CID_24560,14582,20933.838497608500,31,962,Art,May,Canada,CAD,4,Yes,51250,37,1
CID_24561,36821,36959.62932813050,42,927,Music,March,USA,EUR,11,No,69016,27,1
CID_24562,22992,14094.422265753300,87,616,Games,October,Australia,USD,10,No,31598,23,0
CID_24563,95330,67740.2619019148,68,107,Film,November,USA,AUD,5,No,95135,14,0
CID_24564,72273,73602.16744362090,23,1129,Music,April,Germany,EUR,4,Yes,58641,20,1
CID_24565,2588,3600.1820436790900,31,853,Games,December,Canada,GBP,14,Yes,22943,10,1
CID_24566,85710,60888.08131688550,24,1114,Film,May,USA,CAD,9,No,40446,32,0
CID_24567,46802,57336.30696837420,41,899,Music,June,USA,EUR,6,No,60792,21,1
CID_24568,78963,110815.29975304900,62,1657,Technology,August,Canada,EUR,4,No,45991,1,1
CID_24569,73868,63691.31231362310,87,736,Music,September,Australia,AUD,5,No,47491,28,0
CID_24570,64267,52470.58627788260,38,1714,Film,November,USA,GBP,2,No,82941,46,0
CID_24571,49944,33284.49560157380,50,634,Technology,June,Australia,EUR,1,No,82090,35,0
CID_24572,59181,46279.08859605720,40,1176,Art,August,Australia,CAD,16,Yes,36989,14,0
CID_24573,59605,66673.52537717190,77,1227,Film,January,Australia,GBP,10,No,36177,7,1
CID_24574,81267,116984.11355717600,44,887,Music,November,Australia,EUR,2,No,28561,49,1
CID_24575,31870,18767.79107199850,51,1947,Music,March,Germany,AUD,0,No,30452,5,0
CID_24576,89671,121354.33209786800,78,1133,Music,January,Australia,USD,6,Yes,79329,29,1
CID_24577,14889,7537.90050707396,24,1152,Games,July,Canada,GBP,0,No,90436,28,0
CID_24578,65802,45327.1624671838,29,1098,Games,April,Canada,USD,9,Yes,83616,42,0
CID_24579,69247,77994.23001011910,78,433,Games,August,UK,CAD,0,No,53495,25,1
CID_24580,84712,107043.4210686720,80,1433,Music,August,UK,EUR,16,No,9241,36,1
CID_24581,5485,6342.069266218620,87,370,Games,May,Canada,GBP,16,Yes,99317,1,1
CID_24582,79494,45516.279883597000,16,895,Music,May,Germany,USD,16,No,5855,14,0
CID_24583,69368,80153.13393360460,44,818,Technology,June,Germany,CAD,4,Yes,39196,20,1
CID_24584,72343,52965.32036271360,69,52,Games,December,Canada,USD,0,No,19105,6,0
CID_24585,98140,63554.218008754700,26,1280,Art,August,Germany,AUD,17,Yes,66079,38,0
CID_24586,70820,56081.53742753000,26,1687,Music,February,Canada,EUR,15,Yes,78474,15,0
CID_24587,97283,91692.35799112820,73,1329,Film,February,USA,GBP,6,No,60404,31,0
CID_24588,36839,39268.79297318240,62,873,Games,June,USA,USD,18,Yes,76719,22,1
CID_24589,78180,50122.38296057660,38,296,Film,August,Canada,EUR,6,Yes,72702,8,0
CID_24590,74625,98817.581183014,47,1864,Games,October,UK,GBP,19,No,45922,28,1
CID_24591,72382,88955.27582921960,31,1222,Film,August,USA,EUR,14,No,40466,38,1
CID_24592,76679,100159.72394804800,69,691,Film,July,USA,USD,0,Yes,20555,30,1
CID_24593,29077,37486.43100173360,78,998,Technology,July,Australia,GBP,6,Yes,29985,41,1
CID_24594,32409,27038.0260283175,36,1249,Music,February,Canada,CAD,12,Yes,29795,12,0
CID_24595,64710,54935.20439434800,59,236,Games,July,Canada,GBP,3,No,29212,14,0
CID_24596,44538,58929.25598076720,85,440,Music,February,Germany,GBP,18,No,34032,30,1
CID_24597,22383,15037.534798734100,35,128,Games,May,Canada,EUR,12,No,84787,39,0
CID_24598,64028,35643.34603177530,30,77,Film,October,Canada,USD,10,No,61248,20,0
CID_24599,99940,141139.18048376700,42,1885,Games,September,USA,USD,5,No,50891,30,1
CID_24600,71633,103923.79280466500,68,1605,Film,June,Germany,AUD,6,Yes,35500,45,1
CID_24601,6102,6276.242846051050,79,1407,Film,May,UK,AUD,18,No,13281,46,1
CID_24602,59360,39219.822580076900,24,1859,Games,April,Australia,GBP,12,No,93237,2,0
CID_24603,16960,20671.695823009600,84,1957,Music,July,Germany,GBP,12,Yes,9756,40,1
CID_24604,40191,35814.601010837000,47,1951,Art,May,Canada,CAD,12,Yes,87265,6,0
CID_24605,63228,57215.24768719050,52,1125,Games,June,Australia,EUR,6,No,130,34,0
CID_24606,44339,24073.94306447140,26,526,Music,August,Canada,GBP,12,No,50076,29,0
CID_24607,45609,36973.75873395860,26,564,Music,February,Germany,EUR,2,Yes,72645,42,0
CID_24608,39340,32954.43400714490,82,1928,Games,November,USA,GBP,7,No,91246,23,0
CID_24609,63329,37878.307301328800,45,1418,Film,March,UK,GBP,12,Yes,63342,49,0
CID_24610,52327,31412.59669226270,72,1797,Film,June,Australia,GBP,8,No,56942,47,0
CID_24611,86139,47309.54942116230,81,1912,Film,February,Australia,AUD,2,No,60500,6,0
CID_24612,88100,98615.9113236654,72,1801,Technology,July,Germany,CAD,16,No,28920,37,1
CID_24613,65777,69558.59168037930,37,1202,Art,May,USA,CAD,17,No,23725,36,1
CID_24614,95592,125633.464399159,18,932,Games,July,Canada,CAD,2,No,29230,3,1
CID_24615,67344,53991.90328252450,64,1243,Art,May,USA,AUD,9,Yes,28010,46,0
CID_24616,43687,38107.56747972670,62,203,Film,November,UK,GBP,11,No,16623,34,0
CID_24617,56610,74359.92791469050,89,1198,Film,May,UK,EUR,11,Yes,65903,13,1
CID_24618,18462,26263.861750511000,85,928,Games,November,Germany,USD,18,No,8886,0,1
CID_24619,93001,127468.62196932900,50,1895,Games,August,Australia,GBP,10,No,39391,1,1
CID_24620,74738,60128.71524865760,61,400,Technology,January,UK,EUR,18,Yes,29463,9,0
CID_24621,49734,66127.44726591370,81,541,Music,October,USA,GBP,0,No,30180,27,1
CID_24622,5133,6360.725319418090,31,1196,Film,July,UK,USD,11,No,77941,46,1
CID_24623,37426,47162.13791923670,88,1500,Art,July,Australia,EUR,1,No,81690,33,1
CID_24624,83717,99972.03268286120,65,32,Music,August,Australia,AUD,2,Yes,35801,19,1
CID_24625,89072,53860.42659263770,35,1085,Film,June,Germany,GBP,14,Yes,90370,13,0
CID_24626,67340,75601.52670935340,35,1289,Art,November,Canada,GBP,19,Yes,62763,49,1
CID_24627,76010,103191.96788052000,85,290,Technology,September,UK,CAD,9,Yes,93129,14,1
CID_24628,41760,36677.42026594360,63,1720,Film,June,USA,GBP,7,Yes,28259,5,0
CID_24629,95835,84992.57063878140,87,1243,Film,December,UK,EUR,11,Yes,70713,48,0
CID_24630,35308,49250.398223157600,25,1103,Music,March,UK,USD,5,Yes,97879,18,1
CID_24631,16237,18195.67652922070,77,908,Technology,June,USA,EUR,16,Yes,26499,34,1
CID_24632,23996,32808.31704001090,34,65,Music,June,Germany,GBP,17,No,23124,31,1
CID_24633,52576,29965.459142320700,49,1953,Games,October,USA,EUR,15,No,35705,13,0
CID_24634,20264,10258.190972470900,87,987,Film,September,Canada,EUR,0,Yes,63010,47,0
CID_24635,84490,111651.8938639230,64,95,Music,October,USA,EUR,11,No,9107,36,1
CID_24636,78470,96362.6756143084,42,309,Technology,April,Canada,USD,0,Yes,66817,28,1
CID_24637,56635,54840.454772066200,84,1994,Games,September,Germany,GBP,5,Yes,56427,10,0
CID_24638,12062,16211.31700311880,85,991,Art,February,Australia,USD,5,No,72295,18,1
CID_24639,27517,28236.411259873800,35,741,Film,November,UK,CAD,14,No,73690,37,1
CID_24640,38215,19340.126207311800,52,710,Film,October,USA,AUD,10,No,80258,9,0
CID_24641,33868,38585.02087973110,80,1848,Technology,July,USA,EUR,6,No,49165,10,1
CID_24642,59864,57132.20256688400,54,1917,Film,September,Canada,CAD,8,No,85869,25,0
CID_24643,81517,99761.16594824860,26,1082,Technology,February,UK,GBP,1,No,22906,48,1
CID_24644,98875,128212.38101707200,40,1380,Technology,December,Australia,AUD,0,No,36978,41,1
CID_24645,54186,56681.87379957640,39,1077,Art,June,UK,EUR,4,Yes,71422,31,1
CID_24646,79084,74930.68704385910,79,1025,Music,August,Germany,AUD,4,Yes,40232,20,0
CID_24647,81022,77904.27339276900,25,115,Technology,May,Germany,CAD,11,Yes,32680,17,0
CID_24648,60130,39468.14872874520,68,1184,Film,November,Australia,EUR,3,No,16738,13,0
CID_24649,38637,47364.942365142400,85,70,Film,November,Australia,USD,14,Yes,58455,44,1
CID_24650,36760,41026.14926260270,73,167,Film,January,Australia,CAD,17,Yes,38357,9,1
CID_24651,94704,103459.8280379130,35,768,Technology,March,Australia,EUR,12,No,899,28,1
CID_24652,15749,14470.455255764400,72,1039,Art,April,Canada,CAD,8,No,65896,13,0
CID_24653,1335,1172.0704953041000,84,1052,Technology,July,UK,USD,17,No,81254,40,0
CID_24654,73566,47271.40191584060,18,825,Music,November,Germany,AUD,1,Yes,62095,14,0
CID_24655,72168,80788.88126565270,53,403,Music,May,Canada,AUD,5,Yes,21742,33,1
CID_24656,52551,76587.4115779087,22,847,Music,June,UK,EUR,3,No,13245,19,1
CID_24657,70231,41526.41140697900,57,1343,Technology,May,Canada,AUD,1,No,17308,15,0
CID_24658,36230,44919.031986901000,42,1487,Music,March,Australia,AUD,15,No,5566,24,1
CID_24659,8354,12142.048085816900,21,1000,Art,May,Australia,AUD,10,Yes,39633,5,1
CID_24660,63987,40211.157489296000,22,804,Music,July,Germany,EUR,12,Yes,52711,23,0
CID_24661,80170,106126.25853258800,16,1268,Music,November,Canada,USD,17,Yes,72682,26,1
CID_24662,69482,81257.97723616500,38,212,Music,December,UK,EUR,12,No,41506,24,1
CID_24663,97522,108228.7277245130,56,901,Film,December,UK,EUR,18,Yes,36564,19,1
CID_24664,9845,11634.717586294300,84,521,Film,September,USA,USD,14,No,41781,45,1
CID_24665,62350,78713.6837688909,77,1465,Music,January,Germany,EUR,0,No,36788,18,1
CID_24666,55825,65978.90476821730,79,995,Games,January,Canada,CAD,13,Yes,85014,47,1
CID_24667,18363,20114.268784749800,30,454,Music,September,USA,GBP,14,No,10020,3,1
CID_24668,75857,104125.78368790900,63,91,Film,October,Australia,GBP,3,No,60554,35,1
CID_24669,6865,8872.349334436980,22,235,Music,July,Germany,USD,4,No,26926,16,1
CID_24670,75500,38119.49283425510,79,1858,Film,October,Canada,GBP,8,No,37871,22,0
CID_24671,52663,65973.87120182100,31,1416,Music,March,USA,AUD,5,No,80784,42,1
CID_24672,30979,30994.14426412630,40,1663,Film,July,Canada,AUD,7,Yes,9500,41,1
CID_24673,32621,34092.61103486090,43,1545,Art,April,USA,EUR,19,Yes,1686,49,1
CID_24674,75651,45926.781034429200,41,1840,Film,June,Canada,AUD,19,No,31645,27,0
CID_24675,44451,48360.2097480218,55,999,Games,December,Germany,GBP,10,No,83251,29,1
CID_24676,18220,11907.112663282600,40,1545,Technology,February,Canada,USD,6,No,58874,10,0
CID_24677,14033,19963.697129339300,52,1881,Music,October,UK,CAD,6,No,17982,43,1
CID_24678,75765,94623.90682307640,33,251,Games,December,UK,GBP,9,No,61318,15,1
CID_24679,19972,19526.8737105524,68,1640,Art,September,Canada,USD,3,Yes,5176,39,0
CID_24680,65258,51510.94751418380,57,1461,Film,June,Australia,USD,5,Yes,74693,11,0
CID_24681,66181,64014.02492983130,37,1028,Art,January,UK,USD,6,Yes,5955,1,0
CID_24682,45662,62104.65731847170,68,1905,Film,October,Australia,EUR,10,No,37565,42,1
CID_24683,11111,12636.425354612600,56,1255,Art,February,Canada,AUD,10,No,94544,31,1
CID_24684,92802,63068.07843513890,18,820,Art,April,UK,USD,1,No,79586,18,0
CID_24685,17189,9733.933511078170,78,1067,Art,October,Australia,USD,0,Yes,73145,28,0
CID_24686,24264,33565.89514844000,30,973,Technology,August,Germany,GBP,15,No,40480,9,1
CID_24687,18279,20996.2302612686,20,1929,Music,January,UK,GBP,9,Yes,84341,42,1
CID_24688,94417,128355.9051170670,29,1030,Art,April,Australia,GBP,14,No,28685,3,1
CID_24689,86754,78085.62122299090,45,824,Art,September,Germany,AUD,15,Yes,45397,10,0
CID_24690,1262,971.3208128721620,71,1051,Film,December,Australia,EUR,8,No,16811,33,0
CID_24691,9103,13060.20378776040,83,1380,Art,October,Germany,AUD,12,Yes,15280,16,1
CID_24692,3526,2013.705176387960,47,1304,Art,November,Germany,USD,6,No,59092,2,0
CID_24693,93911,132934.16211421100,46,448,Technology,April,Germany,CAD,0,No,8125,30,1
CID_24694,76670,94291.04891075940,86,29,Games,June,Canada,CAD,12,No,96572,30,1
CID_24695,75259,75700.72591198390,72,1041,Technology,September,USA,EUR,17,No,98784,43,1
CID_24696,41508,46231.72338687370,59,1988,Games,April,Australia,CAD,11,Yes,44589,25,1
CID_24697,1883,1451.89013387037,46,655,Music,February,Australia,AUD,0,Yes,22489,36,0
CID_24698,62694,56914.1183423943,43,166,Technology,August,UK,EUR,3,Yes,59535,21,0
CID_24699,81588,97226.15910450340,70,1119,Film,August,Germany,EUR,3,Yes,5486,20,1
CID_24700,47081,68474.12459015300,81,1275,Art,February,UK,GBP,8,No,53554,16,1
CID_24701,48208,63407.29706793430,42,957,Music,September,UK,GBP,4,Yes,9455,25,1
CID_24702,29646,18682.39222224280,55,1868,Film,November,Canada,CAD,6,No,41729,23,0
CID_24703,5749,7353.281124142050,60,40,Technology,April,USA,CAD,13,No,78461,41,1
CID_24704,31050,28196.218471557000,37,125,Art,April,Australia,CAD,4,No,26040,40,0
CID_24705,7600,7298.939533233670,82,433,Film,May,USA,CAD,0,No,76862,49,0
CID_24706,80949,62754.42489045020,68,1016,Art,November,UK,USD,4,No,9272,16,0
CID_24707,33603,42083.71446528560,87,1122,Film,June,Canada,CAD,10,No,73021,35,1
CID_24708,19223,15070.99481852860,41,771,Games,July,USA,USD,13,Yes,71607,16,0
CID_24709,97885,94003.06508795760,55,543,Music,August,Australia,EUR,10,Yes,88291,29,0
CID_24710,41840,35548.54651849110,33,498,Music,April,USA,EUR,13,Yes,10901,47,0
CID_24711,78741,75466.05626733780,73,1827,Film,March,USA,GBP,8,Yes,20881,15,0
CID_24712,35869,42906.13470691950,36,1742,Technology,March,USA,EUR,15,Yes,64110,49,1
CID_24713,73254,62008.113038507600,75,38,Music,August,Canada,GBP,11,No,66073,20,0
CID_24714,67465,75239.68618966180,77,1063,Technology,November,USA,AUD,4,No,57231,13,1
CID_24715,16522,15832.467957232200,50,284,Music,November,Canada,EUR,9,No,92567,31,0
CID_24716,62358,43461.147256328000,89,44,Games,March,Canada,USD,6,Yes,90037,3,0
CID_24717,88605,131730.95491711900,44,769,Art,December,Germany,AUD,17,No,4891,6,1
CID_24718,97761,115817.08898802300,80,1337,Art,November,Germany,EUR,1,No,33942,17,1
CID_24719,76031,74457.67992031900,26,1260,Film,August,Australia,USD,6,Yes,2476,13,0
CID_24720,3670,3546.9294883697500,65,131,Games,June,Australia,GBP,3,Yes,93780,40,0
CID_24721,10691,8852.572310082170,66,1907,Games,October,Canada,EUR,11,Yes,75828,2,0
CID_24722,50874,47417.04627573260,86,1509,Music,July,Germany,EUR,1,No,35104,11,0
CID_24723,58160,86225.00075636940,35,778,Film,February,Germany,USD,4,No,28259,26,1
CID_24724,99955,94750.40502682910,70,1745,Film,April,USA,CAD,17,No,75632,10,0
CID_24725,84693,119890.1062928330,86,1997,Art,May,UK,EUR,3,Yes,15282,9,1
CID_24726,16346,20150.481949190000,35,1048,Games,June,Germany,EUR,4,Yes,48863,41,1
CID_24727,3858,3497.7980708027700,70,572,Games,September,Germany,CAD,9,No,11146,7,0
CID_24728,49642,61077.31220817910,79,530,Technology,October,Canada,CAD,18,No,22347,46,1
CID_24729,66937,48869.79343320150,70,1972,Art,October,Canada,CAD,13,Yes,90996,21,0
CID_24730,10539,10020.27061968920,39,874,Film,April,Canada,CAD,5,Yes,54624,31,0
CID_24731,47952,57336.33919830680,83,662,Film,January,Germany,GBP,1,No,71462,36,1
CID_24732,16447,14858.385808406600,77,1550,Games,July,USA,CAD,0,Yes,50552,35,0
CID_24733,75701,99094.2361662609,72,1749,Art,May,Germany,USD,19,No,8026,6,1
CID_24734,37550,39076.100871366800,72,1444,Music,March,Australia,GBP,2,Yes,74472,24,1
CID_24735,31220,42257.6373092689,47,830,Art,April,USA,CAD,3,No,49082,28,1
CID_24736,75855,69071.19063857470,46,1991,Art,August,Germany,EUR,6,Yes,19882,7,0
CID_24737,78987,78273.95831910400,29,940,Technology,July,Germany,GBP,13,Yes,22011,48,0
CID_24738,39023,32368.28970955330,17,73,Technology,May,USA,USD,7,Yes,55203,12,0
CID_24739,73195,68391.53047778720,28,1232,Film,January,Canada,EUR,16,No,17078,33,0
CID_24740,42676,40947.47400442830,40,1778,Film,April,Canada,USD,6,Yes,31672,13,0
CID_24741,94234,108696.21299078200,83,70,Music,December,Canada,CAD,5,Yes,16553,45,1
CID_24742,15069,18768.09734074850,61,430,Music,December,USA,EUR,12,Yes,85483,3,1
CID_24743,16006,15901.958067682300,30,866,Technology,December,Australia,AUD,1,Yes,56762,45,0
CID_24744,23118,26900.59978998390,19,1472,Technology,April,Australia,CAD,0,Yes,16113,23,1
CID_24745,14014,9599.6855945738,81,1096,Music,March,Australia,EUR,17,Yes,92070,29,0
CID_24746,41259,53458.52868616240,40,1936,Technology,September,Germany,AUD,6,No,35414,35,1
CID_24747,74168,107681.06337478900,70,901,Games,February,Germany,EUR,12,Yes,48116,11,1
CID_24748,94122,138799.5946590240,54,1950,Technology,December,Canada,USD,2,Yes,60187,11,1
CID_24749,95007,80147.20145608890,87,1257,Games,November,UK,EUR,5,Yes,25381,44,0
CID_24750,51226,44922.668630058500,29,1968,Music,May,Canada,AUD,1,Yes,90247,9,0
CID_24751,87029,128877.01031313600,57,704,Technology,January,Canada,EUR,14,No,84251,4,1
CID_24752,11557,16253.429376374000,62,891,Games,August,Canada,CAD,19,No,54212,2,1
CID_24753,51268,61201.19204897550,23,441,Technology,March,Canada,CAD,8,Yes,53153,28,1
CID_24754,69119,84567.2632630498,51,933,Art,December,Australia,GBP,15,Yes,96643,13,1
CID_24755,25032,26781.88449499640,70,1560,Music,July,Australia,CAD,10,No,42939,0,1
CID_24756,81237,61999.80866827220,42,165,Film,April,Germany,GBP,15,No,87880,31,0
CID_24757,48119,27212.39804156240,16,1578,Art,August,UK,CAD,14,Yes,63462,10,0
CID_24758,17390,17289.317620457700,53,601,Art,September,USA,GBP,15,No,79829,10,0
CID_24759,94055,89561.83286015510,59,63,Music,January,Australia,USD,9,Yes,3310,2,0
CID_24760,32071,47528.777504645100,21,1051,Art,February,Germany,USD,14,Yes,58803,42,1
CID_24761,37536,23514.9572363974,45,1138,Games,June,Germany,GBP,1,Yes,57730,41,0
CID_24762,1175,650.898736496144,87,1582,Technology,April,Germany,USD,16,Yes,41193,5,0
CID_24763,14492,8652.612054442720,53,780,Art,August,Australia,EUR,17,Yes,22742,45,0
CID_24764,63629,53822.61560156550,29,510,Music,January,Canada,CAD,18,No,29261,40,0
CID_24765,85378,73443.20238438920,54,1605,Technology,June,UK,GBP,10,No,24883,9,0
CID_24766,47133,66948.83639987360,22,1447,Games,February,UK,CAD,11,Yes,445,0,1
CID_24767,98987,137636.8585174060,50,1370,Music,June,UK,USD,2,Yes,43681,4,1
CID_24768,15100,17343.753791013000,55,1441,Art,April,USA,GBP,10,No,24187,5,1
CID_24769,83290,65927.55345834190,55,375,Games,April,UK,USD,16,No,80459,37,0
CID_24770,97850,57472.37147037550,30,106,Technology,February,USA,AUD,4,Yes,65590,34,0
CID_24771,97946,122478.85831425800,29,443,Art,November,Canada,CAD,13,No,39215,24,1
CID_24772,44263,28377.737819482600,66,243,Music,May,Germany,CAD,7,No,61278,39,0
CID_24773,45265,63319.62560581380,45,1369,Games,May,UK,USD,18,No,57308,17,1
CID_24774,13361,11477.694828191000,66,725,Technology,October,Australia,CAD,7,No,73603,4,0
CID_24775,62112,60619.60062413160,74,1140,Games,May,Germany,GBP,10,Yes,146,17,0
CID_24776,1435,1553.3331367862700,86,277,Games,May,UK,USD,18,Yes,59580,33,1
CID_24777,83523,106683.02836968600,15,1124,Technology,November,Germany,EUR,15,Yes,11221,19,1
CID_24778,11892,11148.355567374400,51,1578,Music,January,Germany,AUD,18,No,45248,18,0
CID_24779,82209,49523.318623646200,52,151,Games,September,UK,EUR,16,No,16600,15,0
CID_24780,36234,44467.81559034870,31,886,Music,February,Australia,EUR,19,Yes,75600,12,1
CID_24781,53181,64745.54270983180,81,305,Film,April,USA,CAD,15,No,7293,35,1
CID_24782,95112,108425.3124898750,62,1912,Music,November,USA,CAD,7,No,26891,41,1
CID_24783,58223,45314.88747134290,63,119,Games,January,Canada,USD,14,Yes,80066,32,0
CID_24784,96865,91369.99551457090,39,1479,Games,February,Australia,USD,1,No,56215,31,0
CID_24785,70026,67723.92886702860,56,1856,Games,May,UK,CAD,19,Yes,2808,19,0
CID_24786,85669,117667.3918372,80,1413,Art,September,USA,CAD,2,Yes,43395,32,1
CID_24787,45525,63202.43337290410,42,1817,Art,May,UK,EUR,18,Yes,62400,24,1
CID_24788,49799,35977.48756914270,48,1135,Technology,November,Australia,USD,18,No,81449,3,0
CID_24789,99507,137106.48717547500,59,753,Art,July,Germany,GBP,12,No,7403,0,1
CID_24790,22919,27203.63849710160,45,445,Art,March,Australia,AUD,1,Yes,87085,43,1
CID_24791,86772,108070.8869389440,60,11,Music,February,Germany,GBP,9,Yes,17720,33,1
CID_24792,24246,21359.553992881600,67,1668,Games,February,UK,CAD,2,No,67222,22,0
CID_24793,81487,106601.38428994400,26,283,Technology,November,UK,CAD,2,No,77453,1,1
CID_24794,15744,8504.762134660170,50,147,Art,July,Germany,CAD,12,No,80398,1,0
CID_24795,93934,64583.62370353980,31,1935,Technology,January,Australia,EUR,8,No,75899,39,0
CID_24796,29532,17166.965793935700,81,1670,Art,March,Germany,EUR,13,No,61211,7,0
CID_24797,63724,94387.72260361930,66,392,Art,January,Australia,USD,16,No,28229,14,1
CID_24798,68673,37453.24266687980,71,790,Art,March,USA,GBP,10,Yes,93761,44,0
CID_24799,91107,133072.0351333320,72,158,Art,November,Germany,USD,3,Yes,4558,4,1
CID_24800,97770,92342.5176939128,19,1594,Games,January,Germany,EUR,16,Yes,62094,38,0
CID_24801,30037,34031.73399772540,87,1858,Film,June,Germany,USD,16,Yes,78019,8,1
CID_24802,80703,120409.26454476900,69,1109,Music,November,Canada,USD,13,No,52920,40,1
CID_24803,44020,48982.27754355990,47,1408,Games,September,USA,AUD,5,Yes,38260,18,1
CID_24804,46929,25297.23448907610,69,1445,Technology,June,USA,EUR,11,No,47062,3,0
CID_24805,79246,108653.10988090800,33,140,Film,January,USA,GBP,2,No,96276,5,1
CID_24806,55374,39291.05343989630,72,1372,Art,March,USA,EUR,3,No,6474,31,0
CID_24807,81562,117839.71188753400,72,729,Games,August,UK,EUR,19,Yes,9471,6,1
CID_24808,7559,5316.079365989800,52,1250,Technology,May,UK,USD,3,Yes,87515,4,0
CID_24809,11606,14039.72270737040,70,1026,Games,April,USA,EUR,17,No,23171,6,1
CID_24810,88054,83634.57227040470,15,273,Art,February,Australia,USD,8,No,16574,22,0
CID_24811,40672,39701.99976103730,87,95,Music,November,USA,EUR,18,Yes,98821,31,0
CID_24812,62530,70024.40924545140,17,524,Film,April,USA,EUR,18,No,14680,1,1
CID_24813,44452,64219.21442901590,65,1359,Art,April,UK,EUR,9,No,11140,39,1
CID_24814,70307,67733.95520817060,57,1434,Games,June,UK,GBP,15,Yes,54589,9,0
CID_24815,43698,34264.51234479610,53,1177,Games,February,Germany,USD,13,No,99525,5,0
CID_24816,36586,42644.61607892800,19,1749,Games,August,Canada,EUR,12,Yes,57850,42,1
CID_24817,62839,91551.24335319120,26,260,Art,July,UK,GBP,5,No,84321,41,1
CID_24818,11638,17143.12775836340,68,582,Technology,April,Canada,EUR,8,No,29635,20,1
CID_24819,25904,21710.69163186380,77,1778,Art,August,Germany,GBP,16,No,52994,32,0
CID_24820,93633,135217.15123517300,29,1300,Games,November,Australia,CAD,6,No,33419,15,1
CID_24821,88304,90664.35178431420,37,1567,Technology,January,Germany,USD,13,Yes,19924,45,1
CID_24822,37429,44730.381238910900,31,143,Music,August,USA,GBP,19,No,73046,4,1
CID_24823,25115,16613.695853279400,25,547,Film,May,UK,EUR,9,No,22269,43,0
CID_24824,96508,121111.47898312000,33,1216,Art,June,Canada,EUR,16,No,73195,28,1
CID_24825,74409,46443.21950198400,76,884,Film,October,USA,AUD,5,No,1031,9,0
CID_24826,21987,17652.567969980100,53,1170,Music,February,Canada,USD,19,No,90232,43,0
CID_24827,27769,26315.150167673000,32,52,Music,December,USA,GBP,18,Yes,36978,24,0
CID_24828,47131,54524.98014588730,65,916,Technology,September,Germany,CAD,7,No,67164,7,1
CID_24829,68188,83565.42425183290,44,256,Music,August,Australia,GBP,17,Yes,7907,12,1
CID_24830,91361,107111.6335432130,39,566,Music,December,Australia,EUR,11,No,2935,21,1
CID_24831,98224,107307.90588282900,45,1771,Music,January,Canada,GBP,15,No,24246,9,1
CID_24832,55527,35530.15855143580,17,1761,Art,January,Australia,USD,5,No,4924,23,0
CID_24833,71036,90605.56801113250,62,1415,Art,July,UK,USD,14,No,62214,44,1
CID_24834,35982,20696.12717970880,40,320,Music,January,Australia,EUR,8,Yes,35564,37,0
CID_24835,57512,29389.08908535800,24,553,Art,August,Canada,EUR,7,No,57631,46,0
CID_24836,20315,11189.963529105400,16,735,Art,March,Canada,AUD,16,Yes,69467,42,0
CID_24837,14130,14489.720743184300,43,1288,Music,May,Germany,GBP,18,No,25259,37,1
CID_24838,5091,6326.493136183310,41,565,Music,January,USA,EUR,10,No,5805,33,1
CID_24839,99503,101805.8559156130,80,1374,Art,June,Australia,AUD,12,No,94326,7,1
CID_24840,24804,29561.9309346048,87,200,Technology,August,Australia,USD,3,No,8120,1,1
CID_24841,72748,55952.62830337410,45,102,Technology,October,UK,AUD,0,Yes,38814,18,0
CID_24842,18893,12133.307632768400,73,1396,Art,March,Canada,CAD,1,No,43660,49,0
CID_24843,99783,78157.90136320710,85,1245,Games,October,Australia,GBP,4,No,53936,36,0
CID_24844,23831,24099.398562447900,56,1863,Music,April,USA,AUD,8,No,50733,35,1
CID_24845,16640,10177.459705341400,80,1213,Games,March,Australia,CAD,19,Yes,27925,28,0
CID_24846,11529,15117.300885566000,79,1800,Technology,March,Canada,EUR,10,Yes,18638,17,1
CID_24847,82971,122721.90631244400,53,1937,Art,May,USA,GBP,5,Yes,16366,23,1
CID_24848,66975,76420.63214469980,83,1352,Art,June,UK,CAD,6,Yes,90456,35,1
CID_24849,14135,7224.192117967400,15,824,Art,July,Canada,GBP,0,Yes,96079,22,0
CID_24850,96994,108953.08132977800,86,1478,Film,July,Canada,EUR,8,Yes,81437,29,1
CID_24851,22609,17552.67008357390,71,1364,Film,January,Australia,CAD,16,Yes,45697,24,0
CID_24852,30452,41727.67325663740,85,863,Music,June,Germany,GBP,10,No,37682,5,1
CID_24853,68921,97151.87621394440,65,1677,Technology,February,Germany,USD,7,Yes,32751,28,1
